full_name,monetary,frequency,recency,rfm_segment
Rahayu Halimah,11475323,10,167,potential churners
Rahayu Handayani,38614287,21,164,active
Rahayu Hariyah,43938777,14,699,active
Rahayu Hartati,222708547,188,55,loyal
Rahayu Haryanti,3810993,5,131,lost_customers
Rahayu Hasanah,285240330,223,8,loyal
Rahayu Hassanah,8456108,6,434,
Rahayu Hastuti,185356631,123,9,loyal
Rahayu Kusmawati,69296183,34,131,active
Rahayu Kuswandari,8268810,17,9,
Rahayu Laksita,10146280,10,191,potential churners
Rahayu Laksmiwati,20058722,9,976,active
Rahayu Lestari,162139349,144,5,loyal
Rahayu Mardhiyah,149633120,101,1,loyal
Rahayu Maryati,24089663,25,22,"slipping away, cannot lose"
Rahayu Melani,15992026,43,8,"slipping away, cannot lose"
Rahayu Mulyani,964353,2,73,lost_customers
Rahayu Namaga,42509161,53,7,"slipping away, cannot lose"
Rahayu Nasyiah,32848210,56,29,"slipping away, cannot lose"
Rahayu Nasyidah,555909,2,375,lost_customers
Rahayu Nuraini,11658236,16,12,
Rahayu Oktaviani,17531449,26,29,active
Rahayu Padmasari,30464619,35,63,active
Rahayu Palastri,63228260,31,77,active
Rahayu Pertiwi,168709760,103,13,loyal
Rahayu Prastuti,135354899,80,6,loyal
Rahayu Pratiwi,89470581,120,27,loyal
Rahayu Pudjiastuti,184445227,227,52,loyal
Rahayu Purnawati,4435042,11,60,potential churners
Rahayu Purwanti,30560923,41,50,active
Rahayu Puspasari,58906261,36,90,active
Rahayu Puspita,18689391,17,131,potential churners
Rahayu Rahimah,63292868,45,15,loyal
Rahayu Riyanti,175397449,118,35,loyal
Rahayu Safitri,9692625,19,7,
Rahayu Suartini,20196851,14,43,active
Rahayu Sudiati,44335285,28,15,"slipping away, cannot lose"
Rahayu Suryatmi,19994708,32,11,"slipping away, cannot lose"
Rahayu Susanti,3146482,7,87,potential churners
Rahayu Usada,33179535,12,397,active
Rahayu Usamah,250624118,146,10,loyal
Rahayu Utami,2535401,3,966,lost_customers
Rahayu Uyainah,29382718,45,9,"slipping away, cannot lose"
Rahayu Wahyuni,783630,4,325,lost_customers
Rahayu Wastuti,264309741,248,23,loyal
Rahayu Widiastuti,2401921,5,264,lost_customers
Rahayu Wijayanti,20442518,23,273,new customers
Rahayu Winarsih,18760564,28,32,active
Rahayu Wulandari,735152,3,907,lost_customers
Rahayu Yolanda,4233688,11,20,
Rahayu Yuliarti,543653,2,577,lost_customers
Rahayu Yuniar,86314757,95,0,loyal
Rahayu Zulaika,3334101,7,0,
Rahman Anggriawan,18156694,36,57,active
Rahman Ardianto,5957519,17,84,potential churners
Rahman Dongoran,391302,1,612,lost_customers
Rahman Hakim,2624431,8,203,
Rahman Haryanto,323455,1,168,lost_customers
Rahman Hidayat,94223158,106,39,loyal
Rahman Hutagalung,308476318,172,53,loyal
Rahman Hutapea,781568,1,1661,lost_customers
Rahman Kusumo,5343492,8,14,
Rahman Kuswoyo,3245766,4,393,lost_customers
Rahman Lazuardi,12985149,16,130,potential churners
Rahman Mahendra,18974629,20,33,active
Rahman Mandala,1545217,6,1,
Rahman Mansur,4281069,8,135,potential churners
Rahman Marpaung,7180160,11,245,
Rahman Nababan,5451815,13,168,potential churners
Rahman Najmudin,12023233,15,26,potential churners
Rahman Permadi,22081708,24,42,active
Rahman Prabowo,41751880,35,92,active
Rahman Pranowo,28326930,40,61,active
Rahman Pratama,684549,2,819,lost_customers
Rahman Rajata,39941211,49,17,"slipping away, cannot lose"
Rahman Ramadan,736037,1,1163,lost_customers
Rahman Simbolon,16602544,25,14,"slipping away, cannot lose"
Rahman Sirait,18975492,23,43,active
Rahman Siregar,2967359,9,73,potential churners
Rahman Suryono,198211,1,1634,lost_customers
Rahman Waluyo,2073548,4,526,lost_customers
Rahman Wibowo,261879,1,129,lost_customers
Rahmat Budiyanto,4566193,10,203,
Rahmat Damanik,251839023,215,19,loyal
Rahmat Dongoran,10489492,21,13,
Rahmat Hakim,4640041,10,82,potential churners
Rahmat Hutagalung,60624401,65,35,loyal
Rahmat Irawan,277853,2,610,lost_customers
Rahmat Januar,2462594,4,737,lost_customers
Rahmat Kurniawan,69453,1,1463,lost_customers
Rahmat Lazuardi,86388189,80,0,loyal
Rahmat Mansur,91878632,96,24,loyal
Rahmat Marbun,1029650,4,148,lost_customers
Rahmat Maulana,1620280,3,486,lost_customers
Rahmat Megantara,1368118,4,333,lost_customers
Rahmat Napitupulu,89322210,100,8,loyal
Rahmat Prakasa,59568129,50,57,loyal
Rahmat Pranowo,7190674,6,696,
Rahmat Prasetyo,3454388,6,199,
Rahmat Rajasa,173383764,119,72,
Rahmat Sihotang,1404334,5,135,lost_customers
Rahmat Simbolon,6177555,12,179,potential churners
Rahmat Sirait,5170993,10,29,potential churners
Rahmat Utama,19171755,17,9,
Rahmat Wacana,186933,1,875,lost_customers
Rahmat Wahyudin,211155,1,1488,lost_customers
Rahmi Agustina,36257942,50,45,active
Rahmi Andriani,1188737,4,183,lost_customers
Rahmi Anggraini,45316012,28,134,active
Rahmi Aryani,4535647,5,1,
Rahmi Astuti,14764522,16,16,
Rahmi Farida,192907009,55,5,loyal
Rahmi Fujiati,156756937,101,7,loyal
Rahmi Halimah,45215795,27,26,active
Rahmi Handayani,112527228,84,20,loyal
Rahmi Hariyah,28485249,45,6,"slipping away, cannot lose"
Rahmi Hartati,168033486,63,26,loyal
Rahmi Haryanti,2674805,7,112,potential churners
Rahmi Hasanah,4163309,11,221,
Rahmi Hassanah,263043316,111,54,loyal
Rahmi Hastuti,36867385,55,13,"slipping away, cannot lose"
Rahmi Kusmawati,87942184,69,12,loyal
Rahmi Kuswandari,32134328,13,207,active
Rahmi Lailasari,268736614,230,6,loyal
Rahmi Laksita,449060310,323,3,loyal
Rahmi Laksmiwati,175357657,86,15,loyal
Rahmi Lestari,48043584,58,12,"slipping away, cannot lose"
Rahmi Mandasari,93048668,72,33,loyal
Rahmi Mardhiyah,9027222,6,1192,
Rahmi Maryati,26502100,35,50,active
Rahmi Mayasari,72534468,81,30,loyal
Rahmi Melani,56151539,74,0,"slipping away, cannot lose"
Rahmi Mulyani,213112219,123,36,loyal
Rahmi Namaga,109817848,76,51,loyal
Rahmi Nasyiah,323358961,211,2,loyal
Rahmi Nasyidah,47183977,52,24,"slipping away, cannot lose"
Rahmi Novitasari,34568150,66,36,"slipping away, cannot lose"
Rahmi Nuraini,42173462,32,137,active
Rahmi Nurdiyanti,626381552,491,4,loyal
Rahmi Oktaviani,2120899,8,139,lost_customers
Rahmi Padmasari,216135983,198,12,loyal
Rahmi Palastri,37434610,29,62,active
Rahmi Permata,18446163,41,49,active
Rahmi Pertiwi,382391,1,1785,lost_customers
Rahmi Prastuti,183924504,71,5,loyal
Rahmi Pratiwi,8534307,15,148,potential churners
Rahmi Pudjiastuti,160240572,138,4,loyal
Rahmi Purnawati,569380255,469,28,loyal
Rahmi Purwanti,12571651,22,104,
Rahmi Puspasari,30575160,31,79,active
Rahmi Puspita,26308847,59,37,"slipping away, cannot lose"
Rahmi Rahayu,141121054,114,4,loyal
Rahmi Rahimah,16651988,28,75,active
Rahmi Rahmawati,12640219,30,47,potential churners
Rahmi Riyanti,510670989,383,11,loyal
Rahmi Safitri,56785289,87,9,"slipping away, cannot lose"
Rahmi Suartini,295809074,250,27,loyal
Rahmi Sudiati,5787676,15,74,potential churners
Rahmi Suryatmi,354979074,353,85,
Rahmi Susanti,237226605,243,21,loyal
Rahmi Usada,47430058,67,80,
Rahmi Usamah,85639952,109,26,loyal
Rahmi Utami,9115056,23,68,
Rahmi Uyainah,54477896,72,36,"slipping away, cannot lose"
Rahmi Wahyuni,41024982,36,61,active
Rahmi Wastuti,34907163,33,16,"slipping away, cannot lose"
Rahmi Widiastuti,80477574,136,11,loyal
Rahmi Wijayanti,52116228,48,0,"slipping away, cannot lose"
Rahmi Winarsih,16947778,14,159,potential churners
Rahmi Wulandari,29615488,34,24,"slipping away, cannot lose"
Rahmi Yolanda,89787529,91,22,loyal
Rahmi Yulianti,410227587,198,44,loyal
Rahmi Yuliarti,5149130,11,162,potential churners
Rahmi Yuniar,18096343,31,85,active
Rahmi Zulaika,37605371,48,3,"slipping away, cannot lose"
Raihan Dabukke,1004265,3,242,lost_customers
Raihan Hidayanto,652942,3,163,lost_customers
Raihan Hidayat,4912169,9,36,potential churners
Raihan Jailani,56912376,53,46,active
Raihan Kusumo,2199809,8,6,
Raihan Mandala,244794,1,1349,lost_customers
Raihan Marbun,174322,1,1485,lost_customers
Raihan Maulana,129209325,52,47,loyal
Raihan Natsir,342558,1,616,lost_customers
Raihan Pradipta,231275406,147,21,loyal
Raihan Pranowo,11402330,12,108,potential churners
Raihan Prasasta,6801228,18,113,potential churners
Raihan Pratama,83447972,39,73,active
Raihan Putra,6050311,13,3,
Raihan Samosir,506005,1,405,lost_customers
Raihan Santoso,5273983,7,21,
Raihan Saptono,3066768,5,75,lost_customers
Raihan Setiawan,580451,2,128,lost_customers
Raihan Simanjuntak,5576596,11,48,potential churners
Raihan Sirait,6014347,3,48,
Raihan Siregar,1647519,5,33,
Raihan Sitompul,1401930,2,778,lost_customers
Raihan Sitorus,155077,1,263,lost_customers
Raihan Situmorang,15279581,23,109,active
Raihan Suwarno,4208640,9,109,potential churners
Raihan Tamba,33286346,33,16,"slipping away, cannot lose"
Raihan Tampubolon,6659490,11,21,
Raihan Tarihoran,1771955,7,58,lost_customers
Raihan Uwais,330760,2,173,lost_customers
Raihan Wahyudin,12168424,18,161,potential churners
Raihan Waluyo,1305389,3,795,lost_customers
Raihan Waskita,134047,1,120,lost_customers
Raihan Wibowo,12192228,15,15,
Raihan Wijaya,13422868,25,36,potential churners
Raina Agustina,75824974,57,13,loyal
Raina Andriani,1695109,6,123,lost_customers
Raina Anggraini,1628899,5,163,lost_customers
Raina Aryani,122868787,53,9,loyal
Raina Farida,3108471,6,233,
Raina Fujiati,137258986,143,2,loyal
Raina Halimah,21479814,43,29,active
Raina Handayani,140514170,165,0,loyal
Raina Hariyah,22345958,31,81,active
Raina Haryanti,134167176,142,5,loyal
Raina Hasanah,140181739,105,60,loyal
Raina Hassanah,40730209,42,32,active
Raina Hastuti,211421,1,770,lost_customers
Raina Kusmawati,15400274,48,7,"slipping away, cannot lose"
Raina Kuswandari,57981684,64,1,loyal
Raina Laksmiwati,220312766,91,44,loyal
Raina Mandasari,92629419,64,145,
Raina Mardhiyah,54892326,36,29,active
Raina Maryati,846414,3,304,lost_customers
Raina Melani,3234999,6,61,potential churners
Raina Mulyani,3668457,7,104,potential churners
Raina Namaga,92288857,67,50,loyal
Raina Nasyiah,35064442,57,29,"slipping away, cannot lose"
Raina Nasyidah,5427247,12,195,potential churners
Raina Novitasari,43041703,24,175,active
Raina Nuraini,27699883,35,27,active
Raina Oktaviani,5253967,10,147,potential churners
Raina Padmasari,149505,1,419,lost_customers
Raina Palastri,6327808,10,20,
Raina Permata,113853014,67,7,loyal
Raina Pertiwi,131600094,190,26,loyal
Raina Prastuti,4168330,10,110,potential churners
Raina Pudjiastuti,36311835,30,3,"slipping away, cannot lose"
Raina Purnawati,122809348,44,24,loyal
Raina Purwanti,8552130,8,152,potential churners
Raina Puspasari,5784530,11,3,
Raina Puspita,1023633,1,1281,lost_customers
Raina Rahayu,19201888,23,11,"slipping away, cannot lose"
Raina Rahmawati,33956573,52,50,active
Raina Safitri,3742284,9,18,
Raina Suartini,38440193,28,28,active
Raina Sudiati,2126147,6,437,lost_customers
Raina Suryatmi,117677009,114,25,loyal
Raina Susanti,14631218,29,0,"slipping away, cannot lose"
Raina Usada,18779565,17,228,active
Raina Usamah,521298210,318,2,loyal
Raina Utami,1501879,4,336,lost_customers
Raina Uyainah,831333,3,291,lost_customers
Raina Wahyuni,11019236,24,100,
Raina Wastuti,36273304,42,36,active
Raina Widiastuti,32849484,40,3,"slipping away, cannot lose"
Raina Wijayanti,386502,1,482,lost_customers
Raina Winarsih,196799451,131,24,loyal
Raina Zulaika,50945903,57,33,"slipping away, cannot lose"
Raisa Agustina,10931188,21,9,
Raisa Andriani,302678482,315,5,loyal
Raisa Anggraini,14398157,19,217,new customers
Raisa Aryani,87657257,75,113,
Raisa Astuti,124108,1,367,lost_customers
Raisa Farida,1453399,4,119,lost_customers
Raisa Fujiati,10544072,14,194,potential churners
Raisa Halimah,125494047,75,25,loyal
Raisa Handayani,174803550,239,3,loyal
Raisa Hariyah,63226875,91,17,loyal
Raisa Hartati,1080185,3,515,lost_customers
Raisa Haryanti,52711452,28,101,active
Raisa Hastuti,404352878,219,27,loyal
Raisa Kusmawati,105483171,101,7,loyal
Raisa Kuswandari,12114770,21,22,
Raisa Lailasari,7689151,14,38,potential churners
Raisa Laksita,43370014,43,27,active
Raisa Laksmiwati,855230,3,6,lost_customers
Raisa Lestari,67718760,29,60,loyal
Raisa Mandasari,42545708,51,27,active
Raisa Mardhiyah,129536531,127,23,loyal
Raisa Maryati,9739500,21,33,potential churners
Raisa Mayasari,22889255,33,77,active
Raisa Melani,504930,2,14,lost_customers
Raisa Mulyani,2765344,10,131,potential churners
Raisa Namaga,396362406,397,20,loyal
Raisa Nasyidah,40033838,44,17,"slipping away, cannot lose"
Raisa Novitasari,680361,2,931,lost_customers
Raisa Nurdiyanti,154140988,186,19,loyal
Raisa Padmasari,10255166,12,539,
Raisa Permata,330438,2,59,
Raisa Pertiwi,9367167,21,27,potential churners
Raisa Pratiwi,71028992,51,42,loyal
Raisa Pudjiastuti,232637,1,365,lost_customers
Raisa Purnawati,221263598,226,1,loyal
Raisa Purwanti,8611562,9,425,
Raisa Puspasari,21421566,29,0,"slipping away, cannot lose"
Raisa Puspita,3661074,6,28,potential churners
Raisa Rahayu,1178686,3,126,lost_customers
Raisa Rahmawati,1918779,4,702,lost_customers
Raisa Safitri,6271762,9,204,
Raisa Suartini,114728493,142,24,loyal
Raisa Sudiati,3308193,8,232,
Raisa Suryatmi,3740750,5,201,lost_customers
Raisa Susanti,22435280,47,22,"slipping away, cannot lose"
Raisa Usada,40106205,65,15,"slipping away, cannot lose"
Raisa Uyainah,36002809,40,28,active
Raisa Widiastuti,314483,2,550,lost_customers
Raisa Wijayanti,548583,2,179,lost_customers
Raisa Winarsih,39356872,33,97,active
Raisa Wulandari,36344805,17,21,
Raisa Yolanda,24148311,26,108,active
Raisa Yulianti,19994230,32,202,new customers
Raisa Yuniar,63657463,107,34,loyal
Raisa Zulaika,61037424,62,5,loyal
Rama Adriansyah,202948,1,55,
Rama Anggriawan,111376,1,311,lost_customers
Rama Ardianto,877562,3,190,lost_customers
Rama Damanik,26554786,27,45,active
Rama Firmansyah,2134769,5,200,lost_customers
Rama Gunawan,32998606,12,496,active
Rama Hakim,1226586,3,557,lost_customers
Rama Hutasoit,25759949,48,28,active
Rama Kuswoyo,4745408,15,10,
Rama Mangunsong,36471143,66,13,"slipping away, cannot lose"
Rama Mansur,305390,1,1,lost_customers
Rama Marbun,10447928,30,26,potential churners
Rama Marpaung,177591,1,2053,lost_customers
Rama Mustofa,2960034,7,210,
Rama Napitupulu,10144699,17,22,
Rama Natsir,389859,1,1007,lost_customers
Rama Pradana,1638513,4,829,lost_customers
Rama Pradipta,3840009,10,42,potential churners
Rama Prayoga,49252815,83,9,"slipping away, cannot lose"
Rama Putra,670497960,292,85,
Rama Rajasa,105425775,65,41,loyal
Rama Samosir,20468472,8,148,potential churners
Rama Sihombing,39702577,34,33,active
Rama Sihotang,1636127,2,476,lost_customers
Rama Simanjuntak,25501365,39,0,"slipping away, cannot lose"
Rama Simbolon,2754082,3,437,lost_customers
Rama Situmorang,13441889,29,80,
Rama Suryono,585784,2,805,lost_customers
Rama Suwarno,5874323,8,367,
Rama Tamba,3186739,3,225,lost_customers
Rama Thamrin,329258,1,404,lost_customers
Rama Uwais,6433630,5,559,lost_customers
Rama Waskita,837799,2,555,lost_customers
Rama Wibowo,11588397,24,0,
Rama Widodo,120802,1,752,lost_customers
Rangga Adriansyah,18733240,32,60,active
Rangga Ardianto,1534647,4,437,lost_customers
Rangga Budiyanto,3732278,10,200,
Rangga Firmansyah,3328258,8,157,potential churners
Rangga Habibi,29028816,57,34,"slipping away, cannot lose"
Rangga Halim,1338685,6,90,lost_customers
Rangga Hutasoit,959717,3,135,lost_customers
Rangga Kuswoyo,739469,2,549,lost_customers
Rangga Latupono,3968052,9,52,potential churners
Rangga Lazuardi,263824,1,379,lost_customers
Rangga Maheswara,221502699,90,9,loyal
Rangga Mandala,13617114,9,68,potential churners
Rangga Nainggolan,65376026,14,28,
Rangga Prabowo,6465495,20,7,
Rangga Pradipta,3498434,8,232,
Rangga Prakasa,220446,1,1156,lost_customers
Rangga Pranowo,58031038,37,31,loyal
Rangga Prasasta,70049984,39,40,loyal
Rangga Pratama,3153789,6,64,potential churners
Rangga Putra,152206541,99,11,loyal
Rangga Rajasa,2397598,3,264,lost_customers
Rangga Saefullah,116683,1,2178,lost_customers
Rangga Santoso,143335,1,930,lost_customers
Rangga Sihombing,1271478,2,782,lost_customers
Rangga Simanjuntak,1320943,5,488,lost_customers
Rangga Sinaga,23950205,23,12,"slipping away, cannot lose"
Rangga Sitorus,1526461,5,242,lost_customers
Rangga Suryono,456022,1,682,lost_customers
Rangga Suwarno,1824376,5,274,lost_customers
Rangga Thamrin,328134,2,777,lost_customers
Rangga Wibowo,1349033,3,501,lost_customers
Ratih Agustina,165108720,49,3,loyal
Ratih Andriani,253137217,217,13,loyal
Ratih Anggraini,322449208,132,6,loyal
Ratih Aryani,76670670,90,37,loyal
Ratih Astuti,1227514,4,641,lost_customers
Ratih Farida,5447856,13,38,potential churners
Ratih Fujiati,49436559,59,11,"slipping away, cannot lose"
Ratih Halimah,109706462,97,10,loyal
Ratih Handayani,34605043,34,13,"slipping away, cannot lose"
Ratih Hariyah,2294835,4,155,lost_customers
Ratih Haryanti,141202655,94,31,loyal
Ratih Hasanah,21184073,23,2,"slipping away, cannot lose"
Ratih Hastuti,40516542,27,37,active
Ratih Kusmawati,26938026,16,54,active
Ratih Lestari,355547,1,1934,lost_customers
Ratih Mardhiyah,176286222,137,14,loyal
Ratih Maryati,137462001,102,11,loyal
Ratih Melani,12761980,28,34,potential churners
Ratih Mulyani,115046364,44,9,loyal
Ratih Namaga,35322892,50,13,"slipping away, cannot lose"
Ratih Nasyiah,1742268,5,48,
Ratih Nasyidah,268656844,258,4,loyal
Ratih Nuraini,2789963,5,448,lost_customers
Ratih Nurdiyanti,7079554,19,54,potential churners
Ratih Oktaviani,190703554,99,4,loyal
Ratih Padmasari,153458546,75,24,loyal
Ratih Palastri,42812581,30,8,"slipping away, cannot lose"
Ratih Pertiwi,11818730,8,220,
Ratih Prastuti,38013965,46,27,active
Ratih Pratiwi,194355216,134,23,loyal
Ratih Pudjiastuti,16453041,23,21,"slipping away, cannot lose"
Ratih Purnawati,55221,1,264,lost_customers
Ratih Purwanti,672363,2,31,
Ratih Puspita,85777411,52,26,loyal
Ratih Rahayu,63227983,81,2,loyal
Ratih Rahimah,748465,4,321,lost_customers
Ratih Rahmawati,28032325,21,116,active
Ratih Riyanti,270964818,317,4,loyal
Ratih Sudiati,45099395,29,70,active
Ratih Susanti,448305,2,421,lost_customers
Ratih Usada,33112439,47,24,"slipping away, cannot lose"
Ratih Usamah,813626,3,161,lost_customers
Ratih Utami,501124,2,570,lost_customers
Ratih Uyainah,122967368,52,112,active
Ratih Wahyuni,1289084,5,324,lost_customers
Ratih Wastuti,4414626,12,182,potential churners
Ratih Widiastuti,281839009,201,9,loyal
Ratih Wijayanti,6276575,16,27,potential churners
Ratih Winarsih,165623972,135,49,loyal
Ratih Wulandari,1301442,2,107,lost_customers
Ratih Yolanda,229421188,155,13,loyal
Ratih Yulianti,50595131,37,41,active
Ratih Yuliarti,97787889,49,42,loyal
Ratih Yuniar,1684995,4,164,lost_customers
Ratih Zulaika,24858858,23,60,active
Ratna Agustina,5143470,15,1,
Ratna Andriani,11587230,17,54,potential churners
Ratna Anggraini,220294,1,1294,lost_customers
Ratna Aryani,332054,2,1020,lost_customers
Ratna Astuti,76875969,85,56,loyal
Ratna Fujiati,33919039,34,3,"slipping away, cannot lose"
Ratna Halimah,13824197,28,46,potential churners
Ratna Hariyah,7202436,12,239,
Ratna Hartati,77444229,115,2,loyal
Ratna Haryanti,22821548,23,37,active
Ratna Hasanah,213682338,215,11,loyal
Ratna Hassanah,40112343,41,23,"slipping away, cannot lose"
Ratna Hastuti,10315307,21,157,
Ratna Kusmawati,92878536,83,45,loyal
Ratna Kuswandari,1746065,4,375,lost_customers
Ratna Lailasari,482371,1,84,lost_customers
Ratna Laksita,23469452,28,25,active
Ratna Laksmiwati,3383489,12,3,
Ratna Lestari,21569095,21,48,active
Ratna Mardhiyah,58994277,73,41,loyal
Ratna Maryati,129039274,108,1,loyal
Ratna Mayasari,397053040,250,27,loyal
Ratna Namaga,12384921,9,54,potential churners
Ratna Nasyiah,1111933,1,1692,lost_customers
Ratna Nasyidah,140746,1,815,lost_customers
Ratna Nuraini,4571368,6,255,
Ratna Nurdiyanti,1063708,4,178,lost_customers
Ratna Oktaviani,3978211,15,16,
Ratna Padmasari,108282356,148,6,loyal
Ratna Palastri,273993671,216,9,loyal
Ratna Permata,2128729,5,111,lost_customers
Ratna Pertiwi,13549930,25,39,potential churners
Ratna Prastuti,537284,2,223,lost_customers
Ratna Pratiwi,233520804,171,25,loyal
Ratna Pudjiastuti,1367944,3,338,lost_customers
Ratna Purnawati,10545850,24,17,
Ratna Purwanti,4670471,12,1,
Ratna Puspita,34818068,44,16,"slipping away, cannot lose"
Ratna Rahayu,14588173,36,26,active
Ratna Rahimah,54004111,76,1,"slipping away, cannot lose"
Ratna Rahmawati,115542944,44,84,active
Ratna Riyanti,291660657,234,1,loyal
Ratna Safitri,85651922,39,41,loyal
Ratna Sudiati,400380,2,258,lost_customers
Ratna Suryatmi,8893326,25,21,
Ratna Susanti,6173330,7,294,
Ratna Usada,92396564,138,19,loyal
Ratna Utami,1944822,4,104,lost_customers
Ratna Uyainah,37926634,32,43,active
Ratna Wahyuni,294122083,354,6,loyal
Ratna Wastuti,5300696,7,483,
Ratna Widiastuti,2375192,5,192,lost_customers
Ratna Wijayanti,21149497,40,26,active
Ratna Winarsih,9939289,15,85,potential churners
Ratna Wulandari,3502809,6,3,
Ratna Yolanda,19844084,35,52,active
Ratna Yulianti,2434569,1,362,lost_customers
Ratna Yuliarti,32613422,35,159,active
Ratna Yuniar,115751165,124,12,loyal
Ratna Zulaika,157681422,34,89,active
Reksa Anggriawan,16396881,31,56,active
Reksa Budiyanto,3374004,5,215,lost_customers
Reksa Dongoran,141704363,30,51,loyal
Reksa Firmansyah,8327656,14,49,potential churners
Reksa Hakim,13094492,19,95,
Reksa Hardiansyah,76806218,67,55,loyal
Reksa Hutagalung,13902338,15,161,potential churners
Reksa Hutapea,7469848,12,81,potential churners
Reksa Irawan,56409033,51,28,active
Reksa Iswahyudi,1523704,5,3,lost_customers
Reksa Kuswoyo,54100331,52,30,active
Reksa Mandala,2963145,1,2071,lost_customers
Reksa Marbun,65988790,60,38,loyal
Reksa Maryadi,3881961,8,320,
Reksa Megantara,100117,1,192,lost_customers
Reksa Nababan,9524741,9,400,
Reksa Najmudin,4545186,8,367,
Reksa Saefullah,11608407,15,139,potential churners
Reksa Salahudin,2213258,6,100,lost_customers
Reksa Sihombing,2232495,6,58,lost_customers
Reksa Simbolon,4503048,3,125,lost_customers
Reksa Sirait,6894786,5,135,lost_customers
Reksa Siregar,89599976,66,55,loyal
Reksa Sitompul,32397340,32,61,active
Reksa Sitorus,660758,2,322,lost_customers
Reksa Situmorang,4245658,8,69,potential churners
Reksa Suryono,217521,1,1694,lost_customers
Reksa Tampubolon,4349158,10,2,
Reksa Uwais,123370223,134,49,loyal
Reksa Wacana,114334543,63,7,loyal
Reksa Wahyudin,71988347,119,45,loyal
Reksa Waluyo,443921,2,830,lost_customers
Reksa Wasita,62169773,19,131,active
Reksa Wibisono,953879,3,370,lost_customers
Rendy Adriansyah,3874105,6,318,
Rendy Budiyanto,26789366,52,55,active
Rendy Damanik,982337,3,484,lost_customers
Rendy Gunarto,21031382,19,145,active
Rendy Hakim,60569554,45,34,loyal
Rendy Halim,128038325,80,19,loyal
Rendy Hidayat,1752483,3,109,lost_customers
Rendy Hutasoit,343007,2,95,lost_customers
Rendy Irawan,38297867,14,402,active
Rendy Iswahyudi,5631551,7,54,potential churners
Rendy Kurniawan,183575163,148,0,loyal
Rendy Mahendra,446332,2,330,lost_customers
Rendy Maheswara,9595363,24,74,
Rendy Mangunsong,190688,1,2157,lost_customers
Rendy Marbun,7874487,14,122,potential churners
Rendy Maryadi,1824234,3,689,lost_customers
Rendy Maulana,804501,2,88,lost_customers
Rendy Megantara,146956,1,1798,lost_customers
Rendy Napitupulu,51432564,53,5,"slipping away, cannot lose"
Rendy Pangestu,4661520,10,5,
Rendy Pradana,22354918,27,67,active
Rendy Prakasa,266599,1,1939,lost_customers
Rendy Prasasta,25284534,46,45,active
Rendy Prasetya,31263784,15,27,active
Rendy Prasetyo,1065721,3,120,lost_customers
Rendy Rajata,1586446,4,51,
Rendy Ramadan,296220,1,337,lost_customers
Rendy Samosir,5760366,14,162,potential churners
Rendy Santoso,1180682,3,165,lost_customers
Rendy Sihombing,13730936,9,64,potential churners
Rendy Simanjuntak,3247202,10,70,potential churners
Rendy Simbolon,24508783,20,132,active
Rendy Sitompul,15870560,45,31,active
Rendy Situmorang,170658268,110,20,loyal
Rendy Thamrin,1167432,5,285,lost_customers
Rendy Wacana,327320,1,745,lost_customers
Rendy Waskita,914124,3,437,lost_customers
Rendy Wijaya,145084678,35,0,loyal
Rendy Winarno,417891,2,833,lost_customers
Rendy Zulkarnain,8770936,14,77,potential churners
Respati Budiyanto,130526964,55,35,loyal
Respati Firgantoro,16271159,20,83,active
Respati Gunarto,59635317,20,95,active
Respati Hardiansyah,13736304,15,174,potential churners
Respati Hidayat,8631470,15,52,potential churners
Respati Irawan,1209281,3,184,lost_customers
Respati Jailani,101465,1,120,lost_customers
Respati Kuswoyo,1387569,4,247,lost_customers
Respati Mangunsong,33939963,24,75,active
Respati Mansur,10237996,8,185,potential churners
Respati Marbun,112686879,80,54,loyal
Respati Megantara,64330024,90,12,loyal
Respati Mustofa,205234,1,357,lost_customers
Respati Nashiruddin,5699106,9,126,potential churners
Respati Natsir,5196601,11,113,potential churners
Respati Permadi,4841833,4,210,lost_customers
Respati Pradipta,19033977,23,34,active
Respati Pratama,6465214,11,13,
Respati Rajasa,2527056,4,540,lost_customers
Respati Saptono,12475551,9,1840,
Respati Saragih,1347788,3,1102,lost_customers
Respati Simanjuntak,107251,1,2085,lost_customers
Respati Simbolon,530908,1,2002,lost_customers
Respati Sitorus,67885867,98,26,loyal
Respati Situmorang,43930233,33,2,"slipping away, cannot lose"
Respati Suwarno,25135713,52,44,active
Respati Tamba,1229389,4,525,lost_customers
Respati Wibowo,24225022,24,81,active
Respati Zulkarnain,26776927,55,33,"slipping away, cannot lose"
Restu Agustina,23728143,38,83,active
Restu Andriani,106722835,50,65,active
Restu Anggraini,7927724,20,92,
Restu Aryani,33400263,50,1,"slipping away, cannot lose"
Restu Astuti,253910252,209,0,loyal
Restu Farida,2092464,6,134,lost_customers
Restu Fujiati,94645560,61,39,loyal
Restu Halimah,31250557,31,46,active
Restu Handayani,264668575,93,42,loyal
Restu Hariyah,72922201,64,21,loyal
Restu Hartati,204935058,89,2,loyal
Restu Hasanah,61837798,44,54,loyal
Restu Hassanah,34444346,37,59,active
Restu Hastuti,24256967,37,2,"slipping away, cannot lose"
Restu Kusmawati,18853886,35,10,"slipping away, cannot lose"
Restu Kuswandari,257342,1,844,lost_customers
Restu Lailasari,479256780,292,4,loyal
